Name,Popularity
이상해씨,1.8226304866355294
이상해풀,-0.08578085609369135
이상해꽃,1.5421099601364985
파이리,2.0845587184079095
리자드,1.5107216853604954
리자몽,2.6600674686174592
꼬부기,2.063527898316244
어니부기,-0.36012989178956945
거북왕,1.4520619702455726
캐터피,0.09315395984558328
단데기,-0.3653585875380232
버터플,0.8133531275083586
뿔충이,-0.8763139654641526
딱충이,-1.5879188629219398
독침붕,0.7764217611479277
구구,1.1695366102071425
피죤,0.8374427401492454
피죤투,0.993815907860883
꼬렛,0.0073437035304316865
레트라,0.26245749639715554
깨비참,-1.2950224067058145
깨비드릴조,-1.2782199748364218
아보,0.9391451028960622
아보크,0.32379432887895426
피카츄,5.19933758270342
라이츄,1.9700894047578732
모래두지,0.46682512285258965
고지,0.6320660015779467
니드런♀,-2.7555488734534213
니드리나,-1.5107216853604954
니드퀸,0.16226934990286979
니드런♂,-1.8226304866355294
니드리노,-1.3035624444465141
니드킹,0.887146559018876
삐삐,1.5583908471842915
픽시,1.0863057362981006
식스테일,1.001870276376982
나인테일,1.3851204983069763
푸린,1.6962225050066093
푸크린,0.0710482242921843
주뱃,-0.2472852153408049
골뱃,-0.27514723267163127
뚜벅쵸,-0.8655832397563085
냄새꼬,-0.5109658067382474
라플레시아,0.7502153754679406
파라스,1.6189001435373596
파라섹트,0.2649919995603254
콘팡,-0.5504201225218275
도나리,-0.477771988903886
디그다,1.0688078752591985
닥트리오,0.34970180355389524
나옹,1.4881218960233813
페르시온,-1.1671146744015846
고라파덕,1.7172281175057411
골덕,0.4887764111146695
망키,-0.17716982099173983
성원숭,0.5561255936186914
가디,1.5262278696483853
윈디,1.6010086648860757
발챙이,-0.9072817689649685
슈륙챙이,-1.5625262686884311
강챙이,-0.041625963871211306
캐이시,-1.194143409897718
윤겔라,0.5193515302210232
후딘,1.3357205650466528
알통몬,0.2726058039056999
근육몬,0.6231238697849673
괴력몬,1.306430351127565
모다피,0.9017541138301001
우츠동,0.31863936396437514
우츠보트,1.0140751910401853
왕눈해,-0.7213354923439306
독파리,-0.2726058039056999
꼬마돌,1.3007052195221016
데구리,0.39430025505569755
딱구리,0.5249623344872751
포니타,0.49984034488373513
날쌩마,0.22714306250271532
야돈,1.7280214712190125
야도란,-1.7119056217962996
코일,1.0473853732350182
레어코일,-0.04897715720213194
파오리,0.8691490244545862
두두,0.6112778911915072
두트리오,-1.3268137148923076
쥬쥬,2.206575216537129
쥬레곤,-1.3851204983069763
질퍽이,-0.12516790560843455
질뻐기,0.894426479612224
셀러,0.5053952562916195
파르셀,0.6744897501960817
고오스,1.289381110791798
고우스트,0.367976676977171
팬텀,2.8856349124267573
롱스톤,1.3477637672852023
슬리프,-0.42625523240607305
슬리퍼,2.2662268092096527
크랩,1.6373253827680638
킹크랩,0.5675913235445692
찌리리공,0.7213354923439306
붐볼,-0.10545392952487531
아라리,0.6024494531644237
나시,0.9898128045978631
탕구리,0.6531309280158444
텅구리,0.641058962903565
시라소몬,-0.10299271852083793
홍수몬,-0.11284145736771417
내루미,0.06368788692413291
또가스,0.862028426972385
또도가스,0.6440681386006925
뿔카노,-0.10914694884918906
코뿌리,0.9128372860725488
럭키,1.3662038163720982
덩쿠리,-1.3035624444465141
캥카,1.2509917154625452
쏘드라,-0.6576824722995963
시드라,0.0012239398928049802
콘치,0.6652988359199283
왕콘치,-1.8356715369125434
별가사리,0.579132162255556
아쿠스타,1.666051662388449
마임맨,-0.21209714115184913
스라크,1.3121986270289594
루주라,1.1315765583861879
에레브,0.42625523240607305
마그마,0.9858255004050612
쁘사이저,0.041625963871211306
켄타로스,0.7405202558555266
잉어킹,2.005385271924903
갸라도스,2.1065540881628144
라프라스,1.79744107394942
메타몽,2.5840195805994783
이브이,2.7555488734534213
샤미드,0.9544740277674426
쥬피썬더,0.5907506580628188
부스터,1.6098899884187632
폴리곤,1.5501990407917612
암나이트,-0.1449306521724737
암스타,0.37847451141635546
투구,2.0433720209426487
투구푸스,-0.9315628300071144
프테라,1.3724548824108431
잠만보,2.1538746940614564
프리져,1.4734675779471014
썬더,2.024013623719158
파이어,1.8767900479810997
미뇽,1.7616704103630672
신뇽,0.4695565482008664
망나뇽,2.4657708956964957
뮤츠,2.2354072435563226
뮤,3.0972690781987846
치코리타,1.1551063577765688
베이리프,-0.6775660548321905
메가니움,1.140912709342314
브케인,0.8727258946270401
마그케인,-1.91365648573075
블레이범,1.417797137996267
리아코,1.2143623787493454
엘리게이,-0.786387293998826
장크로다일,1.189164350199337
꼬리선,-0.15978952613544958
다꼬리,0.6470831577643309
부우부,-0.9072817689649685
야부엉,-0.5618492257262567
레디바,-0.7277006130347257
레디안,-1.4111407211052063
페이검,-0.6501040706479952
아리아도스,-0.7245143834923654
크로뱃,0.8514287083055712
초라기,-0.15235588433847255
랜턴,0.6260990123464212
피츄,1.5341205443525463
삐,0.7277006130347257
푸푸린,-0.8584844741418323
토게피,1.2950224067058145
토게틱,-0.022032695030834076
네이티,-0.5461527570325933
네이티오,-0.7567181310510782
메리프,0.5820294042886105
보송송,-0.3134928526372756
전룡,1.3600056846374062
아르코,0.23720210932878769
마릴,0.8339718000521142
마릴리,0.7308942474276288
꼬지모,0.5305897141231045
왕구리,0.1449306521724737
통통코,0.1573106846101707
두코,-0.1424573696110161
솜솜코,-0.1672320083708501
에이팜,-0.1697148752854455
해너츠,-0.9898128045978631
해루미,-1.3915374879959002
왕자리,0.09807215248866107
우파,1.329770950181209
누오,0.8065567933794324
에브이,1.891229237820108
블래키,1.7390199717299037
니로우,0.08578085609369135
야도킹,0.9277917101553855
무우마,0.7245143834923654
안농,1.0243625527334252
마자용,0.816765415315091
키링키,0.4235760842011997
피콘,-0.36274300002125004
쏘콘,-0.013463742215758936
노고치,0.09069571567293114
글라이거,0.16475017195312006
강철톤,1.095180652761388
블루,-5.199337582605575
그랑블루,0.08823801944992446
침바루,-0.03427701935143659
핫삼,1.5031029431292742
단단지,0.7567181310510782
헤라크로스,1.318010897303537
포푸니,0.6930450983876636
깜지곰,-0.19210973438208
링곰,0.1424573696110161
마그마그,-0.5151541402352877
마그카르고,-1.4381530790030166
꾸꾸리,-0.7502153754679406
메꾸리,-1.2617708616359868
코산호,-0.09807215248866107
총어,-1.0863057362981006
대포무노,-1.5501990407917612
딜리버드,0.5362339466226385
만타인,-0.6112778911915072
무장조,1.1362322540768561
델빌,-0.8201872399133212
헬가,1.2403559942306719
